1	A1BG	1	11167	A1bg	MGI:2152878	NA	NA
33381	MXI1	4601	4351	Mxi1	MGI:97245	MP:0010768	NA
33382	MXI1	4601	4351	Mxi1	MGI:97245	MP:0005376	NA
33383	MXI1	4601	4351	Mxi1	MGI:97245	MP:0005384	NA
33384	MXRA8	54587	11500	Mxra8	MGI:1922011	MP:0002873	NA
33385	MYADM	91663	9668	Myadm	MGI:1355332	NA	NA
33386	MYADML2	255275	19528	Myadml2	MGI:1915765	NA	NA
33387	MYB	4602	31311	Myb	MGI:97249	MP:0010768	NA
33388	MYB	4602	31311	Myb	MGI:97249	MP:0002873	NA
33389	MYB	4602	31311	Myb	MGI:97249	MP:0005397	NA
33390	MYB	4602	31311	Myb	MGI:97249	MP:0005385	NA
33391	MYB	4602	31311	Myb	MGI:97249	MP:0005380	NA
33392	MYB	4602	31311	Myb	MGI:97249	MP:0005370	NA
33393	MYB	4602	31311	Myb	MGI:97249	MP:0005384	NA
33394	MYB	4602	31311	Myb	MGI:97249	MP:0005387	NA
33395	MYB	4602	31311	Myb	MGI:97249	MP:0010771	NA
33396	MYB	4602	31311	Myb	MGI:97249	MP:0005378	NA
33397	MYB	4602	31311	Myb	MGI:97249	MP:0005379	NA
33398	MYBBP1A	10514	40954	Mybbp1a	MGI:106181	MP:0005391	NA
33399	MYBBP1A	10514	40954	Mybbp1a	MGI:106181	MP:0005380	NA
33400	MYBBP1A	10514	40954	Mybbp1a	MGI:106181	MP:0010768	NA
33401	MYBBP1A	10514	40954	Mybbp1a	MGI:106181	MP:0005376	NA
33402	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005387	NA
33403	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005397	NA
33404	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0010771	NA
33405	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0002873	NA
33406	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005389	NA
33407	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005379	NA
33408	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005386	NA
33409	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005376	NA
33410	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005384	NA
33411	MYBL1	4603	32045	Mybl1	MGI:99925	MP:0005378	NA
33412	MYBL2	4605	1847	Mybl2	MGI:101785	MP:0005384	NA
33413	MYBL2	4605	1847	Mybl2	MGI:101785	MP:0005387	NA
33414	MYBL2	4605	1847	Mybl2	MGI:101785	MP:0002006	NA
33415	MYBL2	4605	1847	Mybl2	MGI:101785	MP:0002873	NA
33416	MYBL2	4605	1847	Mybl2	MGI:101785	MP:0010768	NA
33417	MYBL2	4605	1847	Mybl2	MGI:101785	MP:0005397	NA
33418	MYBL2	4605	1847	Mybl2	MGI:101785	MP:0005380	NA
33419	MYBPC1	4604	1846	Mybpc1	MGI:1336213	NA	NA
33420	MYBPC2	4606	3331	Mybpc2	MGI:1336170	NA	NA
33421	MYBPC3	4607	215	Mybpc3	MGI:102844	MP:0005378	NA
33422	MYBPC3	4607	215	Mybpc3	MGI:102844	MP:0005375	NA
33423	MYBPC3	4607	215	Mybpc3	MGI:102844	MP:0005376	NA
33424	MYBPC3	4607	215	Mybpc3	MGI:102844	MP:0005369	NA
33425	MYBPC3	4607	215	Mybpc3	MGI:102844	MP:0005385	NA
33426	MYBPC3	4607	215	Mybpc3	MGI:102844	MP:0005386	NA
33427	MYBPH	4608	3661	Mybph	MGI:1858196	NA	NA
33428	MYBPHL	343263	19221	Mybphl	MGI:1916003	MP:0005376	NA
33429	MYBPHL	343263	19221	Mybphl	MGI:1916003	MP:0005386	NA
33430	MYBPHL	343263	19221	Mybphl	MGI:1916003	MP:0010768	NA
33431	MYC	4609	31092	Myc	MGI:97250	MP:0005375	NA
33432	MYC	4609	31092	Myc	MGI:97250	MP:0005379	NA
33433	MYC	4609	31092	Myc	MGI:97250	MP:0010771	NA
33434	MYC	4609	31092	Myc	MGI:97250	MP:0005378	NA
33435	MYC	4609	31092	Myc	MGI:97250	MP:0005382	NA
33436	MYC	4609	31092	Myc	MGI:97250	MP:0003631	NA
33437	MYC	4609	31092	Myc	MGI:97250	MP:0005377	NA
33438	MYC	4609	31092	Myc	MGI:97250	MP:0005371	NA
33439	MYC	4609	31092	Myc	MGI:97250	MP:0005369	NA
33440	MYC	4609	31092	Myc	MGI:97250	MP:0005381	NA
33441	MYC	4609	31092	Myc	MGI:97250	MP:0005390	NA
33442	MYC	4609	31092	Myc	MGI:97250	MP:0005384	NA
33443	MYC	4609	31092	Myc	MGI:97250	MP:0005376	NA
33444	MYC	4609	31092	Myc	MGI:97250	MP:0005387	NA
33445	MYC	4609	31092	Myc	MGI:97250	MP:0005386	NA
33446	MYC	4609	31092	Myc	MGI:97250	MP:0005370	NA
33447	MYC	4609	31092	Myc	MGI:97250	MP:0005380	NA
33448	MYC	4609	31092	Myc	MGI:97250	MP:0002006	NA
33449	MYC	4609	31092	Myc	MGI:97250	MP:0001186	NA
33450	MYC	4609	31092	Myc	MGI:97250	MP:0010768	NA
33451	MYC	4609	31092	Myc	MGI:97250	MP:0002873	NA
33452	MYC	4609	31092	Myc	MGI:97250	MP:0005389	NA
33453	MYC	4609	31092	Myc	MGI:97250	MP:0005385	NA
33454	MYC	4609	31092	Myc	MGI:97250	MP:0005397	NA
33455	MYCBP	26292	49312	Mycbp	MGI:1891750	NA	NA
33456	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0010768	NA
33457	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0005388	NA
33458	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0005386	NA
33459	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0005384	NA
33460	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0005369	NA
33461	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0005371	NA
33462	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0003631	NA
33463	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0005378	NA
33464	MYCBP2	23077	9005	Mycbp2	MGI:2179432	MP:0010771	NA
33465	MYCBPAP	84073	49982	Mycbpap	MGI:2388726	NA	NA
33466	MYCL	4610	3921	Mycl	MGI:96799	MP:0010768	NA
33467	MYCL	4610	3921	Mycl	MGI:96799	MP:0002873	NA
33468	MYCL	4610	3921	Mycl	MGI:96799	MP:0005397	NA
33469	MYCL	4610	3921	Mycl	MGI:96799	MP:0005387	NA
33470	MYCN	4613	3922	Mycn	MGI:97357	MP:0005369	NA
33471	MYCN	4613	3922	Mycn	MGI:97357	MP:0005382	NA
33472	MYCN	4613	3922	Mycn	MGI:97357	MP:0005376	NA
33473	MYCN	4613	3922	Mycn	MGI:97357	MP:0005384	NA
33474	MYCN	4613	3922	Mycn	MGI:97357	MP:0005380	NA
33475	MYCN	4613	3922	Mycn	MGI:97357	MP:0005386	NA
33476	MYCN	4613	3922	Mycn	MGI:97357	MP:0005370	NA
33477	MYCN	4613	3922	Mycn	MGI:97357	MP:0005388	NA
33478	MYCN	4613	3922	Mycn	MGI:97357	MP:0005378	NA
33479	MYCN	4613	3922	Mycn	MGI:97357	MP:0005385	NA
33480	MYCN	4613	3922	Mycn	MGI:97357	MP:0005397	NA
33481	MYCN	4613	3922	Mycn	MGI:97357	MP:0002873	NA
33482	MYCN	4613	3922	Mycn	MGI:97357	MP:0010768	NA
33483	MYCN	4613	3922	Mycn	MGI:97357	MP:0005381	NA
33484	MYCN	4613	3922	Mycn	MGI:97357	MP:0005371	NA
33485	MYCN	4613	3922	Mycn	MGI:97357	MP:0003631	NA
33486	MYCN	4613	3922	Mycn	MGI:97357	MP:0005391	NA
33487	MYCN	4613	3922	Mycn	MGI:97357	MP:0005390	NA
33488	MYCN	4613	3922	Mycn	MGI:97357	MP:0005367	NA
33489	MYCT1	80177	11833	Myct1	MGI:1915882	NA	NA
33490	MYD88	4615	1849	Myd88	MGI:108005	MP:0002006	NA
33491	MYD88	4615	1849	Myd88	MGI:108005	MP:0010768	NA
33492	MYD88	4615	1849	Myd88	MGI:108005	MP:0005385	NA
33493	MYD88	4615	1849	Myd88	MGI:108005	MP:0005397	NA
33494	MYD88	4615	1849	Myd88	MGI:108005	MP:0005388	NA
33495	MYD88	4615	1849	Myd88	MGI:108005	MP:0005386	NA
33496	MYD88	4615	1849	Myd88	MGI:108005	MP:0005367	NA
33497	MYD88	4615	1849	Myd88	MGI:108005	MP:0005390	NA
33498	MYD88	4615	1849	Myd88	MGI:108005	MP:0005384	NA
33499	MYD88	4615	1849	Myd88	MGI:108005	MP:0005376	NA
33500	MYD88	4615	1849	Myd88	MGI:108005	MP:0005387	NA
33501	MYD88	4615	1849	Myd88	MGI:108005	MP:0005391	NA
33502	MYD88	4615	1849	Myd88	MGI:108005	MP:0003631	NA
33503	MYD88	4615	1849	Myd88	MGI:108005	MP:0005377	NA
33504	MYD88	4615	1849	Myd88	MGI:108005	MP:0005381	NA
33505	MYD88	4615	1849	Myd88	MGI:108005	MP:0005379	NA
33506	MYD88	4615	1849	Myd88	MGI:108005	MP:0005375	NA
33507	MYD88	4615	1849	Myd88	MGI:108005	MP:0005378	NA
33508	MYDGF	56005	10425	Mydgf	MGI:2156020	NA	NA
33509	MYEF2	50804	69079	Myef2	MGI:104592	NA	NA
33510	MYEOV2	150678	82250	Myeov2	MGI:1914165	NA	NA
33511	MYF5	4617	4085	Myf5	MGI:97252	MP:0005391	NA
33512	MYF5	4617	4085	Myf5	MGI:97252	MP:0003631	NA
33513	MYF5	4617	4085	Myf5	MGI:97252	MP:0005390	NA
33514	MYF5	4617	4085	Myf5	MGI:97252	MP:0005387	NA
33515	MYF5	4617	4085	Myf5	MGI:97252	MP:0005388	NA
33516	MYF5	4617	4085	Myf5	MGI:97252	MP:0005386	NA
33517	MYF5	4617	4085	Myf5	MGI:97252	MP:0005380	NA
33518	MYF5	4617	4085	Myf5	MGI:97252	MP:0002006	NA
33519	MYF5	4617	4085	Myf5	MGI:97252	MP:0005375	NA
33520	MYF5	4617	4085	Myf5	MGI:97252	MP:0010768	NA
33521	MYF5	4617	4085	Myf5	MGI:97252	MP:0002873	NA
33522	MYF5	4617	4085	Myf5	MGI:97252	MP:0005378	NA
33523	MYF5	4617	4085	Myf5	MGI:97252	MP:0005369	NA
33524	MYF5	4617	4085	Myf5	MGI:97252	MP:0005384	NA
33525	MYF5	4617	4085	Myf5	MGI:97252	MP:0005376	NA
33526	MYF6	4618	1850	Myf6	MGI:97253	MP:0005378	NA
33527	MYF6	4618	1850	Myf6	MGI:97253	MP:0005375	NA
33528	MYF6	4618	1850	Myf6	MGI:97253	MP:0005376	NA
33529	MYF6	4618	1850	Myf6	MGI:97253	MP:0005390	NA
33530	MYF6	4618	1850	Myf6	MGI:97253	MP:0005369	NA
33531	MYF6	4618	1850	Myf6	MGI:97253	MP:0005391	NA
33532	MYF6	4618	1850	Myf6	MGI:97253	MP:0010768	NA
33533	MYF6	4618	1850	Myf6	MGI:97253	MP:0002873	NA
33534	MYF6	4618	1850	Myf6	MGI:97253	MP:0002006	NA
33535	MYF6	4618	1850	Myf6	MGI:97253	MP:0005380	NA
33536	MYF6	4618	1850	Myf6	MGI:97253	MP:0005388	NA
33537	MYH1	4619	133718	Myh1	MGI:1339711	MP:0005390	NA
33538	MYH1	4619	133718	Myh1	MGI:1339711	MP:0005378	NA
33539	MYH1	4619	133718	Myh1	MGI:1339711	MP:0005386	NA
33540	MYH1	4619	133718	Myh1	MGI:1339711	MP:0005369	NA
33541	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005370	NA
33542	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005386	NA
33543	MYH10	4628	55941	Myh10	MGI:1930780	MP:0002873	NA
33544	MYH10	4628	55941	Myh10	MGI:1930780	MP:0010768	NA
33545	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005385	NA
33546	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005391	NA
33547	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005382	NA
33548	MYH10	4628	55941	Myh10	MGI:1930780	MP:0003631	NA
33549	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005369	NA
33550	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005390	NA
33551	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005384	NA
33552	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005387	NA
33553	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005376	NA
33554	MYH10	4628	55941	Myh10	MGI:1930780	MP:0005378	NA
33555	MYH11	4629	128512	Myh11	MGI:102643	MP:0005378	NA
33556	MYH11	4629	128512	Myh11	MGI:102643	MP:0010771	NA
33557	MYH11	4629	128512	Myh11	MGI:102643	MP:0005367	NA
33558	MYH11	4629	128512	Myh11	MGI:102643	MP:0005376	NA
33559	MYH11	4629	128512	Myh11	MGI:102643	MP:0005384	NA
33560	MYH11	4629	128512	Myh11	MGI:102643	MP:0005369	NA
33561	MYH11	4629	128512	Myh11	MGI:102643	MP:0005381	NA
33562	MYH11	4629	128512	Myh11	MGI:102643	MP:0005385	NA
33563	MYH11	4629	128512	Myh11	MGI:102643	MP:0010768	NA
33564	MYH11	4629	128512	Myh11	MGI:102643	MP:0005388	NA
33565	MYH13	8735	55780	Myh13	MGI:1339967	NA	NA
33566	MYH14	79784	23480	Myh14	MGI:1919210	MP:0002006	NA
33567	MYH14	79784	23480	Myh14	MGI:1919210	MP:0005385	NA
33568	MYH14	79784	23480	Myh14	MGI:1919210	MP:0010768	NA
33569	MYH14	79784	23480	Myh14	MGI:1919210	MP:0002873	NA
33570	MYH14	79784	23480	Myh14	MGI:1919210	MP:0005384	NA
33571	MYH14	79784	23480	Myh14	MGI:1919210	MP:0005369	NA
33572	MYH15	22989	18929	Myh15	MGI:3643515	NA	NA
33573	MYH2	4620	23019	Myh2	MGI:1339710	NA	NA
33574	MYH3	4621	20553	Myh3	MGI:1339709	NA	NA
33575	MYH4	4622	123880	Myh4	MGI:1339713	MP:0005386	NA
33576	MYH4	4622	123880	Myh4	MGI:1339713	MP:0005387	NA
33577	MYH4	4622	123880	Myh4	MGI:1339713	MP:0005369	NA
33578	MYH4	4622	123880	Myh4	MGI:1339713	MP:0005378	NA
33579	MYH6	4624	124414	Myh6	MGI:97255	MP:0005385	NA
33580	MYH6	4624	124414	Myh6	MGI:97255	MP:0010768	NA
33581	MYH6	4624	124414	Myh6	MGI:97255	MP:0005386	NA
33582	MYH6	4624	124414	Myh6	MGI:97255	MP:0005376	NA
33583	MYH6	4624	124414	Myh6	MGI:97255	MP:0005369	NA
33584	MYH7	4625	68044	Myh7	MGI:2155600	NA	NA
33585	MYH7B	57644	66117	Myh7b	MGI:3710243	NA	NA
33586	MYH8	4626	68256	Myh8	MGI:1339712	NA	NA
33587	MYH9	4627	129835	Myh9	MGI:107717	MP:0005367	NA
33588	MYH9	4627	129835	Myh9	MGI:107717	MP:0005387	NA
33589	MYH9	4627	129835	Myh9	MGI:107717	MP:0005391	NA
33590	MYH9	4627	129835	Myh9	MGI:107717	MP:0005377	NA
33591	MYH9	4627	129835	Myh9	MGI:107717	MP:0003631	NA
33592	MYH9	4627	129835	Myh9	MGI:107717	MP:0002873	NA
33593	MYH9	4627	129835	Myh9	MGI:107717	MP:0010768	NA
33594	MYH9	4627	129835	Myh9	MGI:107717	MP:0005378	NA
33595	MYH9	4627	129835	Myh9	MGI:107717	MP:0005397	NA
33596	MYH9	4627	129835	Myh9	MGI:107717	MP:0005385	NA
33597	MYH9	4627	129835	Myh9	MGI:107717	MP:0005380	NA
33598	MYH9	4627	129835	Myh9	MGI:107717	MP:0005384	NA
33599	MYH9	4627	129835	Myh9	MGI:107717	MP:0005376	NA
33600	MYL1	4632	23194	Myl1	MGI:97269	MP:0005378	NA
33601	MYL1	4632	23194	Myl1	MGI:97269	MP:0005384	NA
33602	MYL1	4632	23194	Myl1	MGI:97269	MP:0005390	NA
33603	MYL1	4632	23194	Myl1	MGI:97269	MP:0003631	NA
33604	MYL1	4632	23194	Myl1	MGI:97269	MP:0005369	NA
33605	MYL1	4632	23194	Myl1	MGI:97269	MP:0002873	NA
33606	MYL1	4632	23194	Myl1	MGI:97269	MP:0010768	NA
33607	MYL1	4632	23194	Myl1	MGI:97269	MP:0005380	NA
33608	MYL1	4632	23194	Myl1	MGI:97269	MP:0005386	NA
33609	MYL10	93408	69341	Myl10	MGI:1891705	NA	NA
33610	MYL12A	10627	23407	Myl12b	MGI:107494	MP:0005376	NA
33611	MYL12A	10627	23407	Myl12b	MGI:107494	MP:0005387	NA
33612	MYL12A	10627	23407	Myl12b	MGI:107494	MP:0005397	NA
33613	MYL12B	103910	68515	Myl12a	MGI:1914518	NA	NA
33614	MYL2	4633	55462	Myl2	MGI:97272	MP:0001186	NA
33615	MYL2	4633	55462	Myl2	MGI:97272	MP:0005378	NA
33616	MYL2	4633	55462	Myl2	MGI:97272	MP:0005385	NA
33617	MYL2	4633	55462	Myl2	MGI:97272	MP:0005397	NA
33618	MYL2	4633	55462	Myl2	MGI:97272	MP:0002873	NA
33619	MYL2	4633	55462	Myl2	MGI:97272	MP:0010768	NA
33620	MYL2	4633	55462	Myl2	MGI:97272	MP:0005370	NA
33621	MYL2	4633	55462	Myl2	MGI:97272	MP:0005388	NA
33622	MYL2	4633	55462	Myl2	MGI:97272	MP:0005380	NA
33623	MYL2	4633	55462	Myl2	MGI:97272	MP:0005376	NA
33624	MYL2	4633	55462	Myl2	MGI:97272	MP:0005384	NA
33625	MYL2	4633	55462	Myl2	MGI:97272	MP:0005369	NA
33626	MYL3	4634	20099	Myl3	MGI:97268	NA	NA
33627	MYL4	4635	20558	Myl4	MGI:97267	NA	NA
33628	MYL6	4637	69080	Myl6	MGI:109318	NA	NA
33629	MYL6B	140465	86887	Myl6b	MGI:1917789	NA	NA
33630	MYL7	58498	23290	Myl7	MGI:107495	MP:0005376	NA
33631	MYL7	58498	23290	Myl7	MGI:107495	MP:0005384	NA
33632	MYL7	58498	23290	Myl7	MGI:107495	MP:0005369	NA
33633	MYL7	58498	23290	Myl7	MGI:107495	MP:0005378	NA
33634	MYL7	58498	23290	Myl7	MGI:107495	MP:0005385	NA
33635	MYL7	58498	23290	Myl7	MGI:107495	MP:0010768	NA
33636	MYL7	58498	23290	Myl7	MGI:107495	MP:0005380	NA
33637	MYL9	10398	21230	Myl9	MGI:2138915	NA	NA
33638	MYLIP	29116	8309	Mylip	MGI:2388271	NA	NA
33639	MYLK	4638	14202	Mylk	MGI:894806	MP:0010768	NA
33640	MYLK	4638	14202	Mylk	MGI:894806	MP:0002873	NA
33641	MYLK	4638	14202	Mylk	MGI:894806	MP:0005385	NA
33642	MYLK	4638	14202	Mylk	MGI:894806	MP:0005386	NA
33643	MYLK	4638	14202	Mylk	MGI:894806	MP:0005367	NA
33644	MYLK	4638	14202	Mylk	MGI:894806	MP:0005390	NA
33645	MYLK	4638	14202	Mylk	MGI:894806	MP:0005387	NA
33646	MYLK	4638	14202	Mylk	MGI:894806	MP:0005376	NA
33647	MYLK	4638	14202	Mylk	MGI:894806	MP:0005381	NA
33648	MYLK	4638	14202	Mylk	MGI:894806	MP:0005369	NA
33649	MYLK	4638	14202	Mylk	MGI:894806	MP:0005378	NA
33650	MYLK2	85366	13223	Mylk2	MGI:2139434	MP:0005369	NA
33651	MYLK3	91807	35278	Mylk3	MGI:2443063	MP:0010768	NA
33652	MYLK3	91807	35278	Mylk3	MGI:2443063	MP:0005385	NA
33653	MYLK3	91807	35278	Mylk3	MGI:2443063	MP:0005376	NA
33654	MYLK3	91807	35278	Mylk3	MGI:2443063	MP:0005369	NA
33655	MYLK4	340156	66243	Mylk4	MGI:3643758	NA	NA
33656	MYLPF	29895	22728	Mylpf	MGI:97273	MP:0010768	NA
33657	MYLPF	29895	22728	Mylpf	MGI:97273	MP:0005378	NA
33658	MYLPF	29895	22728	Mylpf	MGI:97273	MP:0005388	NA
33659	MYLPF	29895	22728	Mylpf	MGI:97273	MP:0005369	NA
33660	MYNN	55892	10253	Mynn	MGI:1931415	NA	NA
33661	MYO10	4651	36328	Myo10	MGI:107716	MP:0005376	NA
33662	MYO10	4651	36328	Myo10	MGI:107716	MP:0005386	NA
33663	MYO10	4651	36328	Myo10	MGI:107716	MP:0010771	NA
33664	MYO10	4651	36328	Myo10	MGI:107716	MP:0005378	NA
33665	MYO10	4651	36328	Myo10	MGI:107716	MP:0001186	NA
33666	MYO10	4651	36328	Myo10	MGI:107716	MP:0005371	NA
33667	MYO10	4651	36328	Myo10	MGI:107716	MP:0005391	NA
33668	MYO10	4651	36328	Myo10	MGI:107716	MP:0005390	NA
33669	MYO15A	51168	56504	Myo15	MGI:1261811	MP:0005391	NA
33670	MYO15A	51168	56504	Myo15	MGI:1261811	MP:0005377	NA
33671	MYO15A	51168	56504	Myo15	MGI:1261811	MP:0003631	NA
33672	MYO15A	51168	56504	Myo15	MGI:1261811	MP:0005386	NA
33673	MYO15A	51168	56504	Myo15	MGI:1261811	MP:0005375	NA
33674	MYO15A	51168	56504	Myo15	MGI:1261811	MP:0005378	NA
33675	MYO16	23026	34710	Myo16	MGI:2685951	NA	NA
33676	MYO18A	399687	7977	Myo18a	MGI:2667185	MP:0010768	NA
33677	MYO18B	84700	53435	Myo18b	MGI:1921626	MP:0005376	NA
33678	MYO18B	84700	53435	Myo18b	MGI:1921626	MP:0005369	NA
33679	MYO18B	84700	53435	Myo18b	MGI:1921626	MP:0005385	NA
33680	MYO18B	84700	53435	Myo18b	MGI:1921626	MP:0010768	NA
33681	MYO19	80179	49819	Myo19	MGI:1913446	NA	NA
33682	MYO1A	4640	21113	Myo1a	MGI:107732	MP:0005381	NA
33683	MYO1B	4430	7856	Myo1b	MGI:107752	NA	NA
33684	MYO1C	4641	32046	Myo1c	MGI:106612	MP:0005390	NA
33685	MYO1C	4641	32046	Myo1c	MGI:106612	MP:0005377	NA
33686	MYO1C	4641	32046	Myo1c	MGI:106612	MP:0003631	NA
33687	MYO1C	4641	32046	Myo1c	MGI:106612	MP:0005397	NA
33688	MYO1D	4642	45576	Myo1d	MGI:107728	NA	NA
33689	MYO1E	4643	55864	Myo1e	MGI:106621	MP:0010768	NA
33690	MYO1E	4643	55864	Myo1e	MGI:106621	MP:0005397	NA
33691	MYO1E	4643	55864	Myo1e	MGI:106621	MP:0005385	NA
33692	MYO1E	4643	55864	Myo1e	MGI:106621	MP:0005376	NA
33693	MYO1E	4643	55864	Myo1e	MGI:106621	MP:0005367	NA
33694	MYO1E	4643	55864	Myo1e	MGI:106621	MP:0005369	NA
33695	MYO1F	4542	56276	Myo1f	MGI:107711	MP:0005387	NA
33696	MYO1F	4542	56276	Myo1f	MGI:107711	MP:0005384	NA
33697	MYO1F	4542	56276	Myo1f	MGI:107711	MP:0005397	NA
33698	MYO1G	64005	27996	Myo1g	MGI:1927091	MP:0005397	NA
33699	MYO1G	64005	27996	Myo1g	MGI:1927091	MP:0005387	NA
33700	MYO1H	283446	82639	Myo1h	MGI:1914674	NA	NA
33701	MYO3A	53904	49486	Myo3a	MGI:2183924	MP:0005377	NA
33702	MYO3A	53904	49486	Myo3a	MGI:2183924	MP:0003631	NA
33703	MYO3B	140469	51393	Myo3b	MGI:2448580	NA	NA
33704	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0010771	NA
33705	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0005378	NA
33706	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0005371	NA
33707	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0005369	NA
33708	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0005391	NA
33709	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0005382	NA
33710	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0005386	NA
33711	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0010768	NA
33712	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0002873	NA
33713	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0001186	NA
33714	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0003631	NA
33715	MYO5A	4644	20100	Myo5a	MGI:105976	MP:0005377	NA
33716	MYO5B	4645	49481	Myo5b	MGI:106598	NA	NA
33717	MYO5C	55930	135711	Myo5c	MGI:2442485	NA	NA
33718	MYO6	4646	56417	Myo6	MGI:104785	MP:0005375	NA
33719	MYO6	4646	56417	Myo6	MGI:104785	MP:0005379	NA
33720	MYO6	4646	56417	Myo6	MGI:104785	MP:0005378	NA
33721	MYO6	4646	56417	Myo6	MGI:104785	MP:0005395	NA
33722	MYO6	4646	56417	Myo6	MGI:104785	MP:0010771	NA
33723	MYO6	4646	56417	Myo6	MGI:104785	MP:0005382	NA
33724	MYO6	4646	56417	Myo6	MGI:104785	MP:0005391	NA
33725	MYO6	4646	56417	Myo6	MGI:104785	MP:0005369	NA
33726	MYO6	4646	56417	Myo6	MGI:104785	MP:0003631	NA
33727	MYO6	4646	56417	Myo6	MGI:104785	MP:0005377	NA
33728	MYO6	4646	56417	Myo6	MGI:104785	MP:0005390	NA
33729	MYO6	4646	56417	Myo6	MGI:104785	MP:0005387	NA
33730	MYO6	4646	56417	Myo6	MGI:104785	MP:0005376	NA
33731	MYO6	4646	56417	Myo6	MGI:104785	MP:0005384	NA
33732	MYO6	4646	56417	Myo6	MGI:104785	MP:0005386	NA
33733	MYO6	4646	56417	Myo6	MGI:104785	MP:0005397	NA
33734	MYO6	4646	56417	Myo6	MGI:104785	MP:0005385	NA
33735	MYO6	4646	56417	Myo6	MGI:104785	MP:0010768	NA
33736	MYO6	4646	56417	Myo6	MGI:104785	MP:0005389	NA
33737	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005375	NA
33738	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005379	NA
33739	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005378	NA
33740	MYO7A	4647	219	Myo7a	MGI:104510	MP:0010771	NA
33741	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005390	NA
33742	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005387	NA
33743	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005376	NA
33744	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005384	NA
33745	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005391	NA
33746	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005377	NA
33747	MYO7A	4647	219	Myo7a	MGI:104510	MP:0003631	NA
33748	MYO7A	4647	219	Myo7a	MGI:104510	MP:0001186	NA
33749	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005389	NA
33750	MYO7A	4647	219	Myo7a	MGI:104510	MP:0005386	NA
33751	MYO7B	4648	81947	Myo7b	MGI:107709	NA	NA
33752	MYO9A	4649	21371	Myo9a	MGI:107735	NA	NA
33753	MYO9B	4650	3058	Myo9b	MGI:106624	MP:0002873	NA
33754	MYO9B	4650	3058	Myo9b	MGI:106624	MP:0005397	NA
33755	MYO9B	4650	3058	Myo9b	MGI:106624	MP:0005384	NA
33756	MYO9B	4650	3058	Myo9b	MGI:106624	MP:0005387	NA
33757	MYOC	4653	220	Myoc	MGI:1202864	MP:0005391	NA
33758	MYOCD	93649	17043	Myocd	MGI:2137495	MP:0005369	NA
33759	MYOCD	93649	17043	Myocd	MGI:2137495	MP:0005376	NA
33760	MYOCD	93649	17043	Myocd	MGI:2137495	MP:0005384	NA
33761	MYOCD	93649	17043	Myocd	MGI:2137495	MP:0005385	NA
33762	MYOCD	93649	17043	Myocd	MGI:2137495	MP:0005378	NA
33763	MYOCD	93649	17043	Myocd	MGI:2137495	MP:0010768	NA
